PROVÍNCIA;COMARCA;MUNICIPI;SIGLES;PARTIT;VOTS;PERCENT
Girona;Alt Empordà;Pau;IZQP;IZQUIERDA EN POSITIVO;-;-
Girona;Alt Empordà;Pau;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Girona;Alt Empordà;Pau;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Girona;Alt Empordà;Pedret i Marzà;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;49;40,83
Girona;Alt Empordà;Pedret i Marzà;JxCAT;JUNTS PER CATALUNYA-JUNTS;28;23,33
Girona;Alt Empordà;Pedret i Marzà;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);11;9,17
Girona;Alt Empordà;Pedret i Marzà;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;10;8,33
Girona;Alt Empordà;Pedret i Marzà;PP;PARTIDO POPULAR/PARTIT POPULAR;9;7,50
Girona;Alt Empordà;Pedret i Marzà;VOX;VOX;5;4,17
Girona;Alt Empordà;Pedret i Marzà;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;3;2,50
Girona;Alt Empordà;Pedret i Marzà;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;3;2,50
Girona;Alt Empordà;Pedret i Marzà;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;1;0,83
Girona;Alt Empordà;Pedret i Marzà;CNV;CONVERGENTS;-;-
Girona;Alt Empordà;Pedret i Marzà;IZQP;IZQUIERDA EN POSITIVO;-;-
Girona;Alt Empordà;Pedret i Marzà;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Girona;Alt Empordà;Pedret i Marzà;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Girona;Alt Empordà;Pedret i Marzà;PxC;PLATAFORMA PER CATALUNYA;-;-
Girona;Alt Empordà;Peralada;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;381;35,28
Girona;Alt Empordà;Peralada;JxCAT;JUNTS PER CATALUNYA-JUNTS;298;27,59
Girona;Alt Empordà;Peralada;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);130;12,04
Girona;Alt Empordà;Peralada;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;78;7,22
Girona;Alt Empordà;Peralada;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;74;6,85
Girona;Alt Empordà;Peralada;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;49;4,54
Girona;Alt Empordà;Peralada;VOX;VOX;30;2,78
Girona;Alt Empordà;Peralada;PP;PARTIDO POPULAR/PARTIT POPULAR;22;2,04
Girona;Alt Empordà;Peralada;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;9;0,83
Girona;Alt Empordà;Peralada;CNV;CONVERGENTS;-;-
Girona;Alt Empordà;Peralada;IZQP;IZQUIERDA EN POSITIVO;-;-
Girona;Alt Empordà;Peralada;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Girona;Alt Empordà;Peralada;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Girona;Alt Empordà;Peralada;PxC;PLATAFORMA PER CATALUNYA;-;-
Girona;Alt Empordà;Pont de Molins;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;131;42,67
Girona;Alt Empordà;Pont de Molins;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;44;14,33
Girona;Alt Empordà;Pont de Molins;JxCAT;JUNTS PER CATALUNYA-JUNTS;42;13,68
Girona;Alt Empordà;Pont de Molins;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);31;10,10
Girona;Alt Empordà;Pont de Molins;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;27;8,79
Girona;Alt Empordà;Pont de Molins;VOX;VOX;11;3,58
Girona;Alt Empordà;Pont de Molins;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;9;2,93
Girona;Alt Empordà;Pont de Molins;PP;PARTIDO POPULAR/PARTIT POPULAR;8;2,61
Girona;Alt Empordà;Pont de Molins;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;3;0,98
Girona;Alt Empordà;Pont de Molins;IZQP;IZQUIERDA EN POSITIVO;1;0,33
Girona;Alt Empordà;Pont de Molins;CNV;CONVERGENTS;-;-
Girona;Alt Empordà;Pont de Molins;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Girona;Alt Empordà;Pont de Molins;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Girona;Alt Empordà;Pontós;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;47;30,32
Girona;Alt Empordà;Pontós;JxCAT;JUNTS PER CATALUNYA-JUNTS;38;24,52
Girona;Alt Empordà;Pontós;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;27;17,42
Girona;Alt Empordà;Pontós;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);12;7,74
Girona;Alt Empordà;Pontós;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;11;7,10
Girona;Alt Empordà;Pontós;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;8;5,16
Girona;Alt Empordà;Pontós;PP;PARTIDO POPULAR/PARTIT POPULAR;5;3,23
Girona;Alt Empordà;Pontós;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;3;1,94
Girona;Alt Empordà;Pontós;VOX;VOX;3;1,94
Girona;Alt Empordà;Pontós;CNV;CONVERGENTS;1;0,65
Girona;Alt Empordà;Pontós;IZQP;IZQUIERDA EN POSITIVO;-;-
Girona;Alt Empordà;Pontós;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Girona;Alt Empordà;Pontós;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Girona;Alt Empordà;El Port de la Selva;JxCAT;JUNTS PER CATALUNYA-JUNTS;190;36,05
Girona;Alt Empordà;El Port de la Selva;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;164;31,12
Girona;Alt Empordà;El Port de la Selva;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);69;13,09
Girona;Alt Empordà;El Port de la Selva;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;34;6,45
Girona;Alt Empordà;El Port de la Selva;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;34;6,45
Girona;Alt Empordà;El Port de la Selva;PP;PARTIDO POPULAR/PARTIT POPULAR;14;2,66
Girona;Alt Empordà;El Port de la Selva;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;11;2,09
Girona;Alt Empordà;El Port de la Selva;VOX;VOX;5;0,95
Girona;Alt Empordà;El Port de la Selva;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;2;0,38
Girona;Alt Empordà;El Port de la Selva;CNV;CONVERGENTS;-;-
Girona;Alt Empordà;El Port de la Selva;IZQP;IZQUIERDA EN POSITIVO;-;-
Girona;Alt Empordà;El Port de la Selva;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Girona;Alt Empordà;El Port de la Selva;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Girona;Alt Empordà;El Port de la Selva;PxC;PLATAFORMA PER CATALUNYA;-;-
Girona;Alt Empordà;Portbou;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;193;29,88
Girona;Alt Empordà;Portbou;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);180;27,86
Girona;Alt Empordà;Portbou;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;70;10,84
Girona;Alt Empordà;Portbou;JxCAT;JUNTS PER CATALUNYA-JUNTS;68;10,53
Girona;Alt Empordà;Portbou;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;53;8,20
Girona;Alt Empordà;Portbou;PP;PARTIDO POPULAR/PARTIT POPULAR;32;4,95
Girona;Alt Empordà;Portbou;VOX;VOX;21;3,25
Girona;Alt Empordà;Portbou;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;12;1,86
Girona;Alt Empordà;Portbou;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;9;1,39
Girona;Alt Empordà;Portbou;CNV;CONVERGENTS;4;0,62
Girona;Alt Empordà;Portbou;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;4;0,62
Girona;Alt Empordà;Portbou;IZQP;IZQUIERDA EN POSITIVO;-;-
Girona;Alt Empordà;Portbou;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Girona;Alt Empordà;Portbou;PxC;PLATAFORMA PER CATALUNYA;-;-
Girona;Alt Empordà;Rabós;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;43;37,39
Girona;Alt Empordà;Rabós;JxCAT;JUNTS PER CATALUNYA-JUNTS;32;27,83
Girona;Alt Empordà;Rabós;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;13;11,30
Girona;Alt Empordà;Rabós;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);10;8,70
Girona;Alt Empordà;Rabós;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;9;7,83
Girona;Alt Empordà;Rabós;PP;PARTIDO POPULAR/PARTIT POPULAR;3;2,61
Girona;Alt Empordà;Rabós;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;2;1,74
Girona;Alt Empordà;Rabós;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;2;1,74
Girona;Alt Empordà;Rabós;IZQP;IZQUIERDA EN POSITIVO;1;0,87
Girona;Alt Empordà;Rabós;CNV;CONVERGENTS;-;-
Girona;Alt Empordà;Rabós;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Girona;Alt Empordà;Rabós;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Girona;Alt Empordà;Rabós;VOX;VOX;-;-
Girona;Alt Empordà;Riumors;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;64;42,67
Girona;Alt Empordà;Riumors;JxCAT;JUNTS PER CATALUNYA-JUNTS;32;21,33
Girona;Alt Empordà;Riumors;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);12;8,00
Girona;Alt Empordà;Riumors;PP;PARTIDO POPULAR/PARTIT POPULAR;10;6,67
Girona;Alt Empordà;Riumors;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;9;6,00
Girona;Alt Empordà;Riumors;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;9;6,00
Girona;Alt Empordà;Riumors;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;7;4,67
Girona;Alt Empordà;Riumors;VOX;VOX;4;2,67
Girona;Alt Empordà;Riumors;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;2;1,33
Girona;Alt Empordà;Riumors;CNV;CONVERGENTS;-;-
Girona;Alt Empordà;Riumors;IZQP;IZQUIERDA EN POSITIVO;-;-
Girona;Alt Empordà;Riumors;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Girona;Alt Empordà;Riumors;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Girona;Alt Empordà;Roses;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);1657;21,73
Girona;Alt Empordà;Roses;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;1641;21,52
Girona;Alt Empordà;Roses;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;1333;17,48
Girona;Alt Empordà;Roses;JxCAT;JUNTS PER CATALUNYA-JUNTS;1053;13,81
Girona;Alt Empordà;Roses;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;743;9,75
Girona;Alt Empordà;Roses;VOX;VOX;459;6,02
Girona;Alt Empordà;Roses;PP;PARTIDO POPULAR/PARTIT POPULAR;422;5,54
Girona;Alt Empordà;Roses;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;132;1,73
Girona;Alt Empordà;Roses;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;93;1,22
Girona;Alt Empordà;Roses;RCERO;RECORTES CERO-GRUPO VERDE;12;0,16
Girona;Alt Empordà;Roses;CNV;CONVERGENTS;4;0,05
Girona;Alt Empordà;Roses;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;4;0,05
Girona;Alt Empordà;Roses;IZQP;IZQUIERDA EN POSITIVO;1;0,01
Girona;Alt Empordà;Roses;PxC;PLATAFORMA PER CATALUNYA;-;-
Girona;Alt Empordà;Sant Climent Sescebes;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;102;30,36
Girona;Alt Empordà;Sant Climent Sescebes;JxCAT;JUNTS PER CATALUNYA-JUNTS;52;15,48
Girona;Alt Empordà;Sant Climent Sescebes;VOX;VOX;49;14,58
Girona;Alt Empordà;Sant Climent Sescebes;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);43;12,80
Girona;Alt Empordà;Sant Climent Sescebes;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;37;11,01
Girona;Alt Empordà;Sant Climent Sescebes;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;17;5,06
Girona;Alt Empordà;Sant Climent Sescebes;PP;PARTIDO POPULAR/PARTIT POPULAR;16;4,76
Girona;Alt Empordà;Sant Climent Sescebes;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;11;3,27
Girona;Alt Empordà;Sant Climent Sescebes;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;6;1,79
Girona;Alt Empordà;Sant Climent Sescebes;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;2;0,60
Girona;Alt Empordà;Sant Climent Sescebes;CNV;CONVERGENTS;-;-
Girona;Alt Empordà;Sant Climent Sescebes;IZQP;IZQUIERDA EN POSITIVO;-;-
Girona;Alt Empordà;Sant Climent Sescebes;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Girona;Alt Empordà;Sant Llorenç de la Muga;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;60;42,55
Girona;Alt Empordà;Sant Llorenç de la Muga;JxCAT;JUNTS PER CATALUNYA-JUNTS;35;24,82
Girona;Alt Empordà;Sant Llorenç de la Muga;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);14;9,93
Girona;Alt Empordà;Sant Llorenç de la Muga;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;11;7,80
Girona;Alt Empordà;Sant Llorenç de la Muga;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;9;6,38
Girona;Alt Empordà;Sant Llorenç de la Muga;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;8;5,67
Girona;Alt Empordà;Sant Llorenç de la Muga;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;3;2,13
Girona;Alt Empordà;Sant Llorenç de la Muga;PP;PARTIDO POPULAR/PARTIT POPULAR;1;0,71
Girona;Alt Empordà;Sant Llorenç de la Muga;CNV;CONVERGENTS;-;-
Girona;Alt Empordà;Sant Llorenç de la Muga;IZQP;IZQUIERDA EN POSITIVO;-;-
Girona;Alt Empordà;Sant Llorenç de la Muga;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Girona;Alt Empordà;Sant Llorenç de la Muga;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Girona;Alt Empordà;Sant Llorenç de la Muga;VOX;VOX;-;-
Girona;Alt Empordà;Sant Miquel de Fluvià;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;105;27,56
Girona;Alt Empordà;Sant Miquel de Fluvià;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);97;25,46
Girona;Alt Empordà;Sant Miquel de Fluvià;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;51;13,39
Girona;Alt Empordà;Sant Miquel de Fluvià;VOX;VOX;37;9,71
Girona;Alt Empordà;Sant Miquel de Fluvià;JxCAT;JUNTS PER CATALUNYA-JUNTS;34;8,92
Girona;Alt Empordà;Sant Miquel de Fluvià;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;28;7,35
Girona;Alt Empordà;Sant Miquel de Fluvià;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;10;2,62
Girona;Alt Empordà;Sant Miquel de Fluvià;PP;PARTIDO POPULAR/PARTIT POPULAR;10;2,62
Girona;Alt Empordà;Sant Miquel de Fluvià;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;5;1,31
Girona;Alt Empordà;Sant Miquel de Fluvià;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;2;0,52
Girona;Alt Empordà;Sant Miquel de Fluvià;RCERO;RECORTES CERO-GRUPO VERDE;1;0,26
Girona;Alt Empordà;Sant Miquel de Fluvià;CNV;CONVERGENTS;-;-
Girona;Alt Empordà;Sant Miquel de Fluvià;IZQP;IZQUIERDA EN POSITIVO;-;-
Girona;Alt Empordà;Sant Miquel de Fluvià;PxC;PLATAFORMA PER CATALUNYA;-;-
Girona;Alt Empordà;Sant Mori;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;39;35,45
Girona;Alt Empordà;Sant Mori;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);21;19,09
Girona;Alt Empordà;Sant Mori;JxCAT;JUNTS PER CATALUNYA-JUNTS;17;15,45
Girona;Alt Empordà;Sant Mori;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;14;12,73
Girona;Alt Empordà;Sant Mori;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;9;8,18
Girona;Alt Empordà;Sant Mori;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;2;1,82
Girona;Alt Empordà;Sant Mori;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;2;1,82
Girona;Alt Empordà;Sant Mori;PP;PARTIDO POPULAR/PARTIT POPULAR;2;1,82
Girona;Alt Empordà;Sant Mori;VOX;VOX;2;1,82
Girona;Alt Empordà;Sant Mori;IZQP;IZQUIERDA EN POSITIVO;1;0,91
Girona;Alt Empordà;Sant Mori;CNV;CONVERGENTS;-;-
Girona;Alt Empordà;Sant Mori;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Girona;Alt Empordà;Sant Mori;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Girona;Alt Empordà;Sant Pere Pescador;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;308;38,60
Girona;Alt Empordà;Sant Pere Pescador;JxCAT;JUNTS PER CATALUNYA-JUNTS;218;27,32
Girona;Alt Empordà;Sant Pere Pescador;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);102;12,78
Girona;Alt Empordà;Sant Pere Pescador;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;60;7,52
Girona;Alt Empordà;Sant Pere Pescador;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;39;4,89
Girona;Alt Empordà;Sant Pere Pescador;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;30;3,76
Girona;Alt Empordà;Sant Pere Pescador;PP;PARTIDO POPULAR/PARTIT POPULAR;20;2,51
Girona;Alt Empordà;Sant Pere Pescador;VOX;VOX;12;1,50
Girona;Alt Empordà;Sant Pere Pescador;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;5;0,63
Girona;Alt Empordà;Sant Pere Pescador;CNV;CONVERGENTS;1;0,13
Girona;Alt Empordà;Sant Pere Pescador;IZQP;IZQUIERDA EN POSITIVO;-;-
Girona;Alt Empordà;Sant Pere Pescador;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Girona;Alt Empordà;Sant Pere Pescador;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Girona;Alt Empordà;Santa Llogaia d'Àlguema;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);61;27,73
Girona;Alt Empordà;Santa Llogaia d'Àlguema;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;45;20,45
Girona;Alt Empordà;Santa Llogaia d'Àlguema;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;35;15,91
Girona;Alt Empordà;Santa Llogaia d'Àlguema;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;30;13,64
Girona;Alt Empordà;Santa Llogaia d'Àlguema;JxCAT;JUNTS PER CATALUNYA-JUNTS;16;7,27
Girona;Alt Empordà;Santa Llogaia d'Àlguema;VOX;VOX;14;6,36
Girona;Alt Empordà;Santa Llogaia d'Àlguema;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;7;3,18
Girona;Alt Empordà;Santa Llogaia d'Àlguema;PP;PARTIDO POPULAR/PARTIT POPULAR;6;2,73
Girona;Alt Empordà;Santa Llogaia d'Àlguema;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;2;0,91
Girona;Alt Empordà;Santa Llogaia d'Àlguema;IZQP;IZQUIERDA EN POSITIVO;1;0,45
Girona;Alt Empordà;Santa Llogaia d'Àlguema;CNV;CONVERGENTS;-;-
Girona;Alt Empordà;Santa Llogaia d'Àlguema;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Girona;Alt Empordà;Santa Llogaia d'Àlguema;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Girona;Alt Empordà;Saus, Camallera i Llampaies;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;189;35,73
Girona;Alt Empordà;Saus, Camallera i Llampaies;JxCAT;JUNTS PER CATALUNYA-JUNTS;137;25,90
Girona;Alt Empordà;Saus, Camallera i Llampaies;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);63;11,91
Girona;Alt Empordà;Saus, Camallera i Llampaies;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;57;10,78
Girona;Alt Empordà;Saus, Camallera i Llampaies;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;35;6,62
Girona;Alt Empordà;Saus, Camallera i Llampaies;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;27;5,10
Girona;Alt Empordà;Saus, Camallera i Llampaies;PP;PARTIDO POPULAR/PARTIT POPULAR;12;2,27
Girona;Alt Empordà;Saus, Camallera i Llampaies;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;4;0,76
Girona;Alt Empordà;Saus, Camallera i Llampaies;VOX;VOX;1;0,19
Girona;Alt Empordà;Saus, Camallera i Llampaies;CNV;CONVERGENTS;-;-
Girona;Alt Empordà;Saus, Camallera i Llampaies;IZQP;IZQUIERDA EN POSITIVO;-;-
Girona;Alt Empordà;Saus, Camallera i Llampaies;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Girona;Alt Empordà;Saus, Camallera i Llampaies;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Girona;Alt Empordà;Saus, Camallera i Llampaies;PxC;PLATAFORMA PER CATALUNYA;-;-
Girona;Alt Empordà;La Selva de Mar;JxCAT;JUNTS PER CATALUNYA-JUNTS;55;39,86
Girona;Alt Empordà;La Selva de Mar;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;43;31,16
Girona;Alt Empordà;La Selva de Mar;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;13;9,42
Girona;Alt Empordà;La Selva de Mar;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;10;7,25
Girona;Alt Empordà;La Selva de Mar;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);8;5,80
Girona;Alt Empordà;La Selva de Mar;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;4;2,90
Girona;Alt Empordà;La Selva de Mar;PP;PARTIDO POPULAR/PARTIT POPULAR;2;1,45
Girona;Alt Empordà;La Selva de Mar;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;1;0,72
Girona;Alt Empordà;La Selva de Mar;VOX;VOX;1;0,72
Girona;Alt Empordà;La Selva de Mar;CNV;CONVERGENTS;-;-
Girona;Alt Empordà;La Selva de Mar;IZQP;IZQUIERDA EN POSITIVO;-;-
Girona;Alt Empordà;La Selva de Mar;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Girona;Alt Empordà;La Selva de Mar;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Girona;Alt Empordà;Siurana;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;44;42,31
Girona;Alt Empordà;Siurana;JxCAT;JUNTS PER CATALUNYA-JUNTS;30;28,85
Girona;Alt Empordà;Siurana;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;9;8,65
Girona;Alt Empordà;Siurana;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);5;4,81
Girona;Alt Empordà;Siurana;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;4;3,85
Girona;Alt Empordà;Siurana;FR;POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ;4;3,85
Girona;Alt Empordà;Siurana;PACMA;PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL;3;2,88
Girona;Alt Empordà;Siurana;PP;PARTIDO POPULAR/PARTIT POPULAR;3;2,88
Girona;Alt Empordà;Siurana;VOX;VOX;1;0,96
Girona;Alt Empordà;Siurana;CNV;CONVERGENTS;-;-
Girona;Alt Empordà;Siurana;IZQP;IZQUIERDA EN POSITIVO;-;-
Girona;Alt Empordà;Siurana;PCPC;PARTIT COMUNISTA DEL POBLE DE CATALUNYA;-;-
Girona;Alt Empordà;Siurana;RCERO;RECORTES CERO-GRUPO VERDE;-;-
Girona;Alt Empordà;Terrades;ERC;ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES;80;40,40
Girona;Alt Empordà;Terrades;JxCAT;JUNTS PER CATALUNYA-JUNTS;37;18,69
Girona;Alt Empordà;Terrades;ECP;EN COMÚ PODEM - GUANYEM EL CANVI;21;10,61
Girona;Alt Empordà;Terrades;PSC;PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE);19;9,60
Girona;Alt Empordà;Terrades;Cs;CIUTADANS-PARTIDO DE LA CIUDADANÍA;16;8,08
